Início,Término,Bacia,Ativo,Operador,Ambiente,Lâmina d'água,Código (ANP),Objetivo,Sonda,Info
1986-07-26,1986-08-18,Campos,,Perenco Brasil,MAR,81,7VM34DRJS,produção,ND,N.D.
1986-08-01,1986-10-07,Campos,,Perenco Brasil,MAR,80,7VM35DRJS,produção,ND,N.D.
1986-08-01,1986-08-27,Campos,,Perenco Brasil,MAR,80,7VM36DRJS,produção,ND,N.D.
1986-08-21,1986-09-18,Campos,,Perenco Brasil,MAR,81,7VM37DRJS,produção,ND,N.D.
1986-08-31,1986-09-19,Campos,,Perenco Brasil,MAR,80,7VM38DRJS,produção,ND,N.D.
1986-09-22,1986-10-09,Campos,,Perenco Brasil,MAR,81,7VM39DRJS,produção,ND,N.D.
1986-09-22,1986-10-13,Campos,,Perenco Brasil,MAR,80,7VM40DRJS,produção,ND,N.D.
1986-10-14,1986-11-14,Campos,,Perenco Brasil,MAR,80,7VM41DRJS,produção,ND,N.D.
1986-10-13,1986-11-12,Campos,,Perenco Brasil,MAR,81,7VM42DRJS,produção,ND,N.D.
1986-10-15,1986-11-08,Campos,,Perenco Brasil,MAR,80,7VM43DRJS,produção,ND,N.D.
1986-11-20,1986-12-12,Campos,,Perenco Brasil,MAR,80,7VM44DRJS,produção,ND,N.D.
1986-11-23,1986-12-13,Campos,,Perenco Brasil,MAR,81,7VM45DRJS,produção,ND,N.D.
1986-11-20,1986-12-31,Campos,,Perenco Brasil,MAR,80,7VM46DRJS,produção,ND,N.D.
1986-12-16,1987-01-02,Campos,,Perenco Brasil,MAR,80,7VM47DRJS,produção,ND,N.D.
1986-12-17,1987-01-05,Campos,,Perenco Brasil,MAR,81,7VM48DRJS,produção,ND,N.D.
1986-03-20,1986-04-27,Ceará,,Petrobras,MAR,42,7AT13DACES,produção,ND,N.D.
1986-03-14,1986-03-14,Ceará,,Petrobras,MAR,40,7AT13DCES,produção,ND,N.D.
1986-08-24,1986-09-13,Ceará,,Petrobras,MAR,42,7AT16DCES,produção,ND,N.D.
1986-09-17,1986-10-17,Ceará,,Petrobras,MAR,42,7AT17DCES,produção,ND,N.D.
1986-10-22,1986-11-19,Ceará,,Petrobras,MAR,42,7AT18DCES,produção,ND,N.D.
1986-11-26,1987-01-02,Ceará,,Petrobras,MAR,42,7AT19DCES,produção,ND,N.D.
1986-01-30,1986-03-05,Ceará,,Petrobras,MAR,42,8AT12DCES,produção,ND,N.D.
1986-05-22,1986-06-27,Ceará,,Petrobras,MAR,42,8AT14DCES,produção,ND,N.D.
1986-07-21,1986-08-15,Ceará,,Petrobras,MAR,42,8AT15DCES,produção,ND,N.D.
1986-01-07,1986-02-19,Ceará,Brasil,ND,MAR,57,3CES103CE,exploração,ND,N.D.
1986-04-25,1986-05-13,Espírito Santo,,Petrobras,TERRA,0,3BI4ES,exploração,SONDA CONVENCIONAL 60,Sonda Deslocada
1986-05-25,1986-06-16,Espírito Santo,,Petrobras,TERRA,0,3BI5DES,exploração,SONDA CONVENCIONAL 106,Sonda Deslocada
1986-12-09,1986-12-25,Espírito Santo,,Petrobras,TERRA,0,3BI7ES,exploração,SONDA CONVENCIONAL 60,Sonda Deslocada
1986-11-30,1986-12-12,Espírito Santo,,Petrobras,TERRA,0,7BI8ES,produção,SONDA CONVENCIONAL 60,Sonda Deslocada
1986-12-30,1987-01-14,Espírito Santo,,Petrobras,TERRA,0,7BI9ES,produção,SONDA CONVENCIONAL 60,Sonda Deslocada
1986-08-10,1986-08-27,Espírito Santo,,Petrobras,TERRA,0,7LS57ES,produção,SONDA CONVENCIONAL 106,Sonda Deslocada
1986-12-15,1986-12-28,Espírito Santo,Brasil,ND,TERRA,0,1CSP2ES,exploração,SONDA CONVENCIONAL 60,Sonda Deslocada
1986-11-30,1987-01-12,Espírito Santo,Brasil,ND,MAR,10,1ESS55ES,exploração,PETROBRAS IV,Sonda Deslocada
1986-09-14,1986-09-22,Espírito Santo,Brasil,ND,TERRA,0,1FCF1ES,exploração,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-04-16,1986-04-22,Espírito Santo,Brasil,ND,TERRA,0,1FQN1ES,exploração,SONDA CONVENCIONAL 60,Sonda Deslocada
1986-11-01,1986-11-29,Espírito Santo,Brasil,ND,TERRA,0,1FSA1ES,exploração,SONDA CONVENCIONAL 106,Sonda Deslocada
1986-03-31,1986-04-13,Espírito Santo,Brasil,ND,TERRA,0,1PDI2ES,exploração,SONDA CONVENCIONAL 60,Sonda Deslocada
1986-01-01,1986-02-17,Espírito Santo,,Petrobras,MAR,19,7CA10DESS,produção,ND,N.D.
1986-06-24,1986-07-07,Espírito Santo,,Petrobras,TERRA,0,7CG5ES,produção,SONDA CONVENCIONAL 106,Sonda Deslocada
1986-07-16,1986-08-03,Espírito Santo,,Petrobras,TERRA,0,7CG6ES,produção,SONDA CONVENCIONAL 106,Sonda Deslocada
1986-10-05,1986-10-09,Espírito Santo,,Petrobras,TERRA,0,4CP5ES,exploração,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-10-26,1986-11-08,Espírito Santo,ES-T-506,Cowan Petróleo e Gás,TERRA,0,1FM1ES,exploração,SONDA CONVENCIONAL 60,Sonda Deslocada
1986-12-31,1987-02-27,Espírito Santo,ES-T-516,Cowan Petróleo e Gás,TERRA,0,1FSU1ES,exploração,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-05-26,1986-06-02,Espírito Santo,,Petrobras,TERRA,0,7FC28ES,produção,SONDA CONVENCIONAL 60,Sonda Deslocada
1986-09-04,1986-09-12,Espírito Santo,,Petrobras,TERRA,0,7FC29ES,produção,SONDA CONVENCIONAL 60,Sonda Deslocada
1986-09-15,1986-09-22,Espírito Santo,,Petrobras,TERRA,0,7FC30ES,produção,SONDA CONVENCIONAL 60,Sonda Deslocada
1986-10-04,1986-10-10,Espírito Santo,,Petrobras,TERRA,0,7FC31ES,produção,SONDA CONVENCIONAL 60,Sonda Deslocada
1986-02-13,1986-02-20,Espírito Santo,,Petrobras,TERRA,0,7FCN22ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-02-22,1986-02-27,Espírito Santo,,Petrobras,TERRA,0,7FCN23ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-03-19,1986-03-28,Espírito Santo,,Petrobras,TERRA,0,4FQ5ES,exploração,SONDA CONVENCIONAL 60,Sonda Deslocada
1986-11-11,1986-11-19,Espírito Santo,,Petrobras,TERRA,0,7FQ13ES,produção,SONDA CONVENCIONAL 60,Sonda Deslocada
1986-11-24,1986-12-01,Espírito Santo,,Petrobras,TERRA,0,7FQ14ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-01-24,1986-02-03,Espírito Santo,,Petrobras,TERRA,0,7FQ6ES,produção,SONDA CONVENCIONAL 106,Sonda Deslocada
1986-02-13,1986-02-20,Espírito Santo,,Petrobras,TERRA,0,7FQ7ES,produção,SONDA CONVENCIONAL 106,Sonda Deslocada
1986-09-25,1986-10-02,Espírito Santo,,Petrobras,TERRA,0,7FQ8ES,produção,SONDA CONVENCIONAL 60,Sonda Deslocada
1986-10-31,1986-11-04,Espírito Santo,,Petrobras,TERRA,0,7FQ9ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-11-15,1986-11-21,Espírito Santo,,Petrobras,TERRA,0,3FSJ11ES,exploração,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-08-21,1986-08-31,Espírito Santo,,Petrobras,TERRA,0,4FSJ6ES,exploração,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-08-10,1986-08-15,Espírito Santo,,Petrobras,TERRA,0,4FSJ7ES,exploração,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-09-02,1986-09-12,Espírito Santo,,Petrobras,TERRA,0,7FSJ10ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-07-30,1986-08-09,Espírito Santo,,Petrobras,TERRA,0,7FSJ8ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-08-16,1986-08-20,Espírito Santo,,Petrobras,TERRA,0,7FSJ9ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-10-22,1986-10-27,Espírito Santo,FSJ,Petrobras,TERRA,0,3FSJ12ES,exploração,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-06-05,1986-06-10,Espírito Santo,,Petrobras,TERRA,0,7LP72ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-01-28,1986-02-04,Espírito Santo,,Petrobras,TERRA,0,7LPB15ES,produção,SONDA CONVENCIONAL 60,Sonda Deslocada
1986-02-18,1986-02-26,Espírito Santo,,Petrobras,TERRA,0,7LPB16ES,produção,SONDA CONVENCIONAL 60,Sonda Deslocada
1986-03-02,1986-03-14,Espírito Santo,,Petrobras,TERRA,0,7LPB17ES,produção,SONDA CONVENCIONAL 60,Sonda Deslocada
1986-06-13,1986-07-30,Espírito Santo,,Petrobras,TERRA,0,7LPB18ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-06-17,1986-08-09,Espírito Santo,,Petrobras,TERRA,0,7LPB19ES,produção,SONDA CONVENCIONAL 60,Sonda Deslocada
1986-10-13,1986-10-23,Espírito Santo,,Petrobras,TERRA,0,7LPB20ES,produção,SONDA CONVENCIONAL 60,Sonda Deslocada
1986-05-30,1986-06-03,Espírito Santo,,Petrobras,TERRA,0,7LPN23ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-06-20,1986-06-27,Espírito Santo,,Petrobras,TERRA,0,7LPN24ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-10-10,1986-10-14,Espírito Santo,,Petrobras,TERRA,0,7LPN25ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-10-15,1986-10-20,Espírito Santo,,Petrobras,TERRA,0,7LPN26ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-07-14,1986-07-20,Espírito Santo,,Petrobras,TERRA,0,7LPS5ES,produção,SONDA CONVENCIONAL 60,Sonda Deslocada
1986-04-30,1986-05-13,Espírito Santo,,Petrobras,TERRA,0,7LS56ES,produção,SONDA CONVENCIONAL 106,Sonda Deslocada
1986-09-19,1986-10-04,Espírito Santo,,Petrobras,TERRA,0,7LS58ES,produção,SONDA CONVENCIONAL 106,Sonda Deslocada
1986-10-09,1986-10-22,Espírito Santo,,Petrobras,TERRA,0,7LS59ES,produção,SONDA CONVENCIONAL 106,Sonda Deslocada
1986-04-11,1986-04-23,Espírito Santo,,Petrobras,TERRA,0,8LS55ES,produção,SONDA CONVENCIONAL 106,Sonda Deslocada
1986-07-17,1986-07-18,Espírito Santo,,Petrobras,TERRA,0,7MA14ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-11-07,1986-11-13,Espírito Santo,,Petrobras,TERRA,0,7MA15ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-11-22,1986-11-26,Espírito Santo,,Petrobras,TERRA,0,7MA16ES,produção,SONDA CONVENCIONAL 60,Sonda Deslocada
1986-12-24,1986-12-29,Espírito Santo,,Petrobras,TERRA,0,7MA17ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-12-03,1986-12-10,Espírito Santo,,Petrobras,TERRA,0,7MAO2ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-01-29,1986-02-02,Espírito Santo,,Petrobras,TERRA,0,7RI75ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-02-03,1986-02-07,Espírito Santo,,Petrobras,TERRA,0,7RI76ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-02-08,1986-02-12,Espírito Santo,,Petrobras,TERRA,0,7RI77ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-07-25,1986-07-28,Espírito Santo,,Petrobras,TERRA,0,7RI78ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-08-24,1986-09-01,Espírito Santo,,Petrobras,TERRA,0,4RM9ES,exploração,SONDA CONVENCIONAL 60,Sonda Deslocada
1986-06-05,1986-06-11,Espírito Santo,,Ubuntu Engenharia,TERRA,0,7RM10ES,produção,SONDA CONVENCIONAL 60,Sonda Deslocada
1986-08-13,1986-08-21,Espírito Santo,,Petrobras,TERRA,0,7RP38DES,produção,SONDA CONVENCIONAL 60,Sonda Deslocada
1986-12-18,1986-12-21,Espírito Santo,,Petrobras,TERRA,0,7RP39ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-04-11,1986-04-17,Espírito Santo,,Petrobras,TERRA,0,7RPO12ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-04-19,1986-04-23,Espírito Santo,,Petrobras,TERRA,0,7RPO13ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-04-26,1986-04-29,Espírito Santo,,Petrobras,TERRA,0,7RPO14ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-06-29,1986-07-04,Espírito Santo,,Petrobras,TERRA,0,7RPO15ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-07-07,1986-07-11,Espírito Santo,,Petrobras,TERRA,0,7RPO16ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-01-11,1986-01-22,Espírito Santo,,Petrobras,TERRA,0,7RSM46ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-01-24,1986-01-28,Espírito Santo,,Petrobras,TERRA,0,7RSM47ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-05-01,1986-05-05,Espírito Santo,,Petrobras,TERRA,0,7RSM48ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-07-19,1986-07-23,Espírito Santo,,Petrobras,TERRA,0,7RSM49ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-12-11,1986-12-16,Espírito Santo,,Petrobras,TERRA,0,7RSM50ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-05-07,1986-05-11,Espírito Santo,,Petrobras,TERRA,0,7SM71ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-05-13,1986-05-17,Espírito Santo,,Petrobras,TERRA,0,7SM72ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-05-18,1986-05-22,Espírito Santo,,Petrobras,TERRA,0,7SM73ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-05-24,1986-05-28,Espírito Santo,,Petrobras,TERRA,0,7SM74ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-09-30,1986-10-04,Espírito Santo,,Petrobras,TERRA,0,7SM75ES,produção,SONDA CONVENCIONAL 91,Sonda Deslocada
1986-06-16,1986-06-27,Espírito Santo,,ND,TERRA,0,3LPI8ES,exploração,SONDA CONVENCIONAL 60,Sonda Deslocada
1986-07-01,1986-07-10,Espírito Santo,,ND,TERRA,0,3LD6ES,exploração,SONDA CONVENCIONAL 60,Sonda Deslocada
1986-10-22,1986-12-02,Foz do Amazonas,Brasil,ND,MAR,70,1APS42AP,exploração,ND,N.D.
1986-12-28,1987-02-14,Foz do Amazonas,Brasil,ND,MAR,115,1APS54AAP,exploração,ND,N.D.
1986-09-19,1986-12-18,Foz do Amazonas,Brasil,ND,MAR,115,1APS54AP,exploração,ND,N.D.
1986-11-24,1987-01-17,Jequitinhonha,Brasil,ND,MAR,978,1BAS80BA,exploração,PARAGON DPDS1 (NOBLE PHOENIX),Sonda Deslocada
1986-10-28,1986-11-05,Paraná,Brasil,ND,TERRA,0,9RP1SP,exploração,ND,N.D.
1986-03-16,1986-06-24,Potiguar,,Petrobras,MAR,25,1RNS89ARN,exploração,ND,N.D.
1986-03-03,1986-03-06,Potiguar,,Petrobras,MAR,27,1RNS89RN,exploração,ND,N.D.
1986-01-13,1986-01-16,Potiguar,,Petrobras,TERRA,0,7ARG249RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-01-17,1986-01-19,Potiguar,,Petrobras,TERRA,0,7ARG250RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-01-20,1986-01-21,Potiguar,,Petrobras,TERRA,0,7ARG251RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-01-22,1986-01-24,Potiguar,,Petrobras,TERRA,0,7ARG252RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-01-25,1986-01-27,Potiguar,,Petrobras,TERRA,0,7ARG253RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-01-28,1986-01-30,Potiguar,,Petrobras,TERRA,0,7ARG254RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-01-31,1986-02-01,Potiguar,,Petrobras,TERRA,0,7ARG255RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-02-02,1986-02-04,Potiguar,,Petrobras,TERRA,0,7ARG256RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-02-05,1986-02-07,Potiguar,,Petrobras,TERRA,0,7ARG257RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-03-11,1986-03-17,Potiguar,,Petrobras,TERRA,0,7ARG258RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
1986-03-18,1986-03-20,Potiguar,,Petrobras,TERRA,0,7ARG259RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
1986-03-23,1986-03-26,Potiguar,,Petrobras,TERRA,0,7ARG260RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
1986-03-26,1986-03-29,Potiguar,,Petrobras,TERRA,0,7ARG261RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
1986-03-30,1986-04-02,Potiguar,,Petrobras,TERRA,0,7ARG262RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
1986-05-05,1986-05-08,Potiguar,,Petrobras,TERRA,0,7ARG263RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-05-09,1986-05-11,Potiguar,,Petrobras,TERRA,0,7ARG264RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-05-12,1986-05-14,Potiguar,,Petrobras,TERRA,0,7ARG265RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-05-15,1986-05-17,Potiguar,,Petrobras,TERRA,0,7ARG266RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-05-18,1986-05-20,Potiguar,,Petrobras,TERRA,0,7ARG267RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-05-21,1986-05-24,Potiguar,,Petrobras,TERRA,0,7ARG268RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-05-25,1986-05-29,Potiguar,,Petrobras,TERRA,0,7ARG269RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-05-31,1986-06-01,Potiguar,,Petrobras,TERRA,0,7ARG270RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-07-20,1986-07-21,Potiguar,,Petrobras,TERRA,0,7ARG271RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-08-01,1986-08-03,Potiguar,,Petrobras,TERRA,0,7ARG272RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-08-04,1986-08-06,Potiguar,,Petrobras,TERRA,0,7ARG273RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-08-10,1986-08-11,Potiguar,,Petrobras,TERRA,0,7ARG274RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-10-18,1986-10-20,Potiguar,,Petrobras,TERRA,0,7ARG279RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-11-26,1986-11-28,Potiguar,,Petrobras,TERRA,0,7ARG284RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-11-29,1986-11-30,Potiguar,,Petrobras,TERRA,0,7ARG285RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-12-02,1986-12-03,Potiguar,,Petrobras,TERRA,0,7ARG286RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-12-05,1986-12-09,Potiguar,,Petrobras,TERRA,0,7ARG287RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-12-11,1986-12-12,Potiguar,,Petrobras,TERRA,0,7ARG288RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-12-26,1986-12-27,Potiguar,,Petrobras,TERRA,0,7ARG289RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-12-30,1986-12-31,Potiguar,,Petrobras,TERRA,0,7ARG290RN,produção,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-09-28,1986-09-30,Potiguar,,Petrobras,TERRA,0,9ARG275RN,N.D.,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-10-01,1986-10-02,Potiguar,,Petrobras,TERRA,0,9ARG276RN,N.D.,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-10-04,1986-10-05,Potiguar,,Petrobras,TERRA,0,9ARG277RN,N.D.,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-10-06,1986-10-07,Potiguar,,Petrobras,TERRA,0,9ARG278RN,N.D.,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-10-21,1986-10-22,Potiguar,,Petrobras,TERRA,0,9ARG280RN,N.D.,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-10-24,1986-10-26,Potiguar,,Petrobras,TERRA,0,9ARG281RN,N.D.,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-10-27,1986-10-28,Potiguar,,Petrobras,TERRA,0,9ARG282RN,N.D.,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-11-19,1986-11-20,Potiguar,,Petrobras,TERRA,0,9ARG283RN,N.D.,SONDA CONVENCIONAL 63,Sonda Deslocada
1986-10-24,1986-10-31,Potiguar,,Potiguar E&P S.A.,TERRA,0,1BAL1RN,exploração,ND,N.D.
1986-08-29,1986-12-12,Potiguar,,Potiguar E&P S.A.,TERRA,0,1BR1RN,exploração,SONDA CONVENCIONAL 97,Sonda Deslocada
1986-07-24,1986-09-10,Potiguar,,Potiguar E&P S.A.,TERRA,0,1VR1RN,exploração,ND,N.D.
1986-05-09,1986-06-05,Potiguar,Brasil,ND,TERRA,0,1CR1RN,exploração,ND,N.D.
1986-03-22,1986-05-25,Potiguar,Brasil,ND,TERRA,0,1LJ1RN,exploração,ND,N.D.
1986-03-24,1986-05-15,Potiguar,Brasil,ND,TERRA,0,1LU1RN,exploração,SONDA CONVENCIONAL 97,Sonda Deslocada
1986-07-09,1986-08-02,Potiguar,Brasil,ND,TERRA,0,1MP2RN,exploração,ND,N.D.
1986-06-19,1986-07-01,Potiguar,Brasil,ND,TERRA,0,1PFR1RN,exploração,ND,N.D.
1986-08-13,1986-08-16,Potiguar,Brasil,ND,TERRA,0,1SG2CE,exploração,SONDA CONVENCIONAL 86,Sonda Deslocada
1986-07-08,1986-07-16,Potiguar,Brasil,ND,TERRA,0,1SSV1RN,exploração,ND,N.D.
1986-06-29,1986-07-20,Potiguar,Brasil,ND,TERRA,0,3CR2RN,exploração,ND,N.D.
1986-12-28,1987-02-02,Potiguar,,Imetame,TERRA,0,1RT1RN,exploração,ND,N.D.
1986-07-16,1986-08-20,Potiguar,,Potiguar E&P S.A.,TERRA,0,1CAC1RN,exploração,SONDA CONVENCIONAL 97,Sonda Deslocada
1986-11-06,1986-12-14,Potiguar,,Potiguar E&P S.A.,TERRA,0,3CAC2RN,exploração,ND,N.D.
1986-10-16,1986-11-17,Potiguar,,Potiguar E&P S.A.,TERRA,0,3CAC3RN,exploração,SONDA CONVENCIONAL 44,Sonda Deslocada
1986-11-10,1986-12-19,Potiguar,,Potiguar E&P S.A.,TERRA,0,3CAC4RN,exploração,ND,N.D.
1986-08-07,1986-08-15,Potiguar,,Petrobras,TERRA,0,1LJR1RN,exploração,SONDA CONVENCIONAL 44,Sonda Deslocada
1986-04-28,1986-05-10,Potiguar,,Petrobras,TERRA,0,3CAM2RN,exploração,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-05-13,1986-05-18,Potiguar,,Petrobras,TERRA,0,3CAM3RN,exploração,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-05-22,1986-05-28,Potiguar,,Petrobras,TERRA,0,3CAM4RN,exploração,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-07-25,1986-07-30,Potiguar,,Petrobras,TERRA,0,7CAM10RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-07-29,1986-08-05,Potiguar,,Petrobras,TERRA,0,7CAM11RN,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-08-02,1986-08-05,Potiguar,,Petrobras,TERRA,0,7CAM12RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-08-09,1986-08-11,Potiguar,,Petrobras,TERRA,0,7CAM13RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-08-14,1986-08-18,Potiguar,,Petrobras,TERRA,0,7CAM14RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-08-22,1986-08-25,Potiguar,,Petrobras,TERRA,0,7CAM15RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-08-28,1986-08-31,Potiguar,,Petrobras,TERRA,0,7CAM16RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-09-02,1986-09-05,Potiguar,,Petrobras,TERRA,0,7CAM17RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-09-07,1986-09-10,Potiguar,,Petrobras,TERRA,0,7CAM18RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-09-12,1986-09-18,Potiguar,,Petrobras,TERRA,0,7CAM19RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-09-22,1986-09-26,Potiguar,,Petrobras,TERRA,0,7CAM20RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-09-30,1986-10-03,Potiguar,,Petrobras,TERRA,0,7CAM21RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-10-10,1986-10-16,Potiguar,,Petrobras,TERRA,0,7CAM22RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-10-21,1986-10-25,Potiguar,,Petrobras,TERRA,0,7CAM23RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-10-28,1986-10-31,Potiguar,,Petrobras,TERRA,0,7CAM24RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-11-03,1986-11-17,Potiguar,,Petrobras,TERRA,0,7CAM25RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-11-22,1986-11-27,Potiguar,,Petrobras,TERRA,0,7CAM26RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-11-29,1986-12-04,Potiguar,,Petrobras,TERRA,0,7CAM27RN,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-12-01,1986-12-08,Potiguar,,Petrobras,TERRA,0,7CAM29RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
1986-12-05,1986-12-19,Potiguar,,Petrobras,TERRA,0,7CAM30RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-12-25,1986-12-31,Potiguar,,Petrobras,TERRA,0,7CAM31RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-12-27,1987-01-07,Potiguar,,Petrobras,TERRA,0,7CAM32RN,produção,SONDA CONVENCIONAL 86,Sonda Deslocada
1986-12-28,1987-01-01,Potiguar,,Petrobras,TERRA,0,7CAM33RN,produção,SONDA CONVENCIONAL 84,Sonda Deslocada
1986-07-06,1986-07-09,Potiguar,,Petrobras,TERRA,0,7CAM5RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
1986-07-12,1986-07-15,Potiguar,,Petrobras,TERRA,0,7CAM6RN,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
