Início,Término,Bacia,Ativo,Operador,Ambiente,Lâmina d'água,Código (ANP),Objetivo,Sonda,Info
2012-03-25,2012-03-30,Recôncavo,,Petrobras,TERRA,0.0,7FAV130DBA,produção,BCH Energy 4,Sonda Deslocada
2012-07-27,2012-08-03,Recôncavo,,Petrobras,TERRA,0.0,7FAV131DBA,produção,BCH Energy 4,Sonda Deslocada
2012-07-10,2012-07-18,Recôncavo,,Petrobras,TERRA,0.0,7FAV132DBA,produção,BCH Energy 4,Sonda Deslocada
2012-11-26,2012-12-26,Recôncavo,,Petrobras,TERRA,0.0,7FBM275DBA,produção,Rig-104,Última posição
2012-10-04,2012-11-19,Recôncavo,,Petrobras,TERRA,0.0,8FBM276DBA,produção,Rig-104,Sonda Deslocada
2012-10-05,2012-10-14,Recôncavo,,Petrobras,TERRA,0.0,7FBL25DBA,produção,BCH Energy 6,Sonda Deslocada
2012-02-07,2012-03-06,Recôncavo,,Petrobras,TERRA,0.0,7FBE59DBA,produção,SONDA CONVENCIONAL 105,Sonda Deslocada
2012-03-17,2012-04-18,Recôncavo,,Petrobras,TERRA,0.0,7FBE60DBA,produção,SONDA CONVENCIONAL 105,Sonda Deslocada
2012-07-04,2012-08-07,Recôncavo,,Petrobras,TERRA,0.0,7FBE64DBA,produção,SONDA CONVENCIONAL 108,Sonda Deslocada
2012-04-24,2012-05-16,Recôncavo,,Petrobras,TERRA,0.0,8FBE65DPBA,produção,SONDA CONVENCIONAL 105,Sonda Deslocada
2012-04-16,2012-04-27,Recôncavo,,Petrobras,TERRA,0.0,7FI117DBA,produção,SONDA CONVENCIONAL 77,Sonda Deslocada
2012-05-05,2012-05-13,Recôncavo,,Petrobras,TERRA,0.0,7FI118DBA,produção,SONDA CONVENCIONAL 77,Sonda Deslocada
2012-11-26,2013-01-08,Recôncavo,,Petrobras,TERRA,0.0,7FI121DBA,produção,Rig-105,Última posição
2012-12-11,2012-12-20,Recôncavo,,Petrobras,TERRA,0.0,7FI122DBA,produção,BCH Energy 6,Sonda Deslocada
2012-11-28,2013-01-02,Recôncavo,,Petrobras,TERRA,0.0,8FI119DBA,produção,SONDA CONVENCIONAL 105,Sonda Deslocada
2012-11-22,2012-12-24,Recôncavo,,Petrobras,TERRA,0.0,8FI120DBA,produção,Rig-105,Sonda Deslocada
2012-04-05,2012-04-26,Recôncavo,,Petrobras,TERRA,0.0,3BRSA1066DPBA,exploração,Sonda de Perfuração Terrestre UPET - F 100,Sonda Deslocada
2012-06-11,2012-06-24,Recôncavo,,Petrobras,TERRA,0.0,3BRSA1087DPBA,exploração,Sonda de Perfuração Terrestre UPET - F 100,Sonda Deslocada
2012-06-29,2012-07-06,Recôncavo,,Petrobras,TERRA,0.0,3BRSA1089DPBA,exploração,Sonda de Perfuração Terrestre UPET - F 100,Sonda Deslocada
2012-01-23,2012-02-07,Recôncavo,,Petrobras,TERRA,0.0,4BRSA1040DBA,exploração,Sonda de Perfuração Terrestre UPET - F 100,Sonda Deslocada
2012-02-16,2012-03-09,Recôncavo,,Petrobras,TERRA,0.0,4BRSA1049DBA,exploração,Sonda de Perfuração Terrestre UPET - F 100,Sonda Deslocada
2012-05-08,2012-05-25,Recôncavo,,Petrobras,TERRA,0.0,4BRSA1078DBA,exploração,Sonda de Perfuração Terrestre UPET - F 100,Sonda Deslocada
2012-07-18,2012-08-01,Recôncavo,,Petrobras,TERRA,0.0,4BRSA1094DPBA,exploração,Sonda de Perfuração Terrestre UPET - F 100,Sonda Deslocada
2012-03-17,2012-03-29,Recôncavo,,Petrobras,TERRA,0.0,6BRSA1061DPBA,exploração,Sonda de Perfuração Terrestre UPET - F 100,Sonda Deslocada
2012-09-23,2012-10-10,Recôncavo,,Petrobras,TERRA,0.0,7FP73DBA,produção,Sonda de Perfuração Terrestre UPET - F 100,Sonda Deslocada
2012-01-08,2012-01-25,Recôncavo,,Petrobras,TERRA,0.0,4BRSA1036DBA,exploração,BCH Energy 4,Sonda Deslocada
2012-11-05,2012-11-24,Recôncavo,,Petrobras,TERRA,0.0,4BRSA1124DBA,exploração,BCH Energy 4,Sonda Deslocada
2012-04-26,2012-05-15,Recôncavo,,Petrobras,TERRA,0.0,7ML52DBA,produção,BCH-10,Sonda Deslocada
2012-03-15,2012-04-17,Recôncavo,,Petrobras,TERRA,0.0,7ML53DBA,produção,BCH-10,Sonda Deslocada
2012-05-27,2012-06-12,Recôncavo,,Petrobras,TERRA,0.0,8ML50DBA,produção,BCH-10,Sonda Deslocada
2012-06-21,2012-06-30,Recôncavo,,Petrobras,TERRA,0.0,8ML51DBA,produção,BCH-10,Sonda Deslocada
2012-03-10,2012-04-15,Recôncavo,,Petrobras,TERRA,0.0,7MP50DBA,produção,Sonda de Perfuração Terrestre - Terra Invader 350-,Sonda Deslocada
2012-01-25,2012-02-20,Recôncavo,,Petrobras,TERRA,0.0,7MUI23DBA,produção,SAIPEM,Sonda Deslocada
2012-07-28,2012-09-19,Recôncavo,,Petrobras,TERRA,0.0,7MUI24DBA,produção,Terra Invader 350-T,Sonda Deslocada
2012-10-11,2012-11-22,Recôncavo,,Petrobras,TERRA,0.0,7MUI25DBA,produção,Terra Invader 350-T,Sonda Deslocada
2012-11-06,2012-11-21,Recôncavo,,Petrobras,TERRA,0.0,8MJ82BA,produção,National Oilwell Varco - 750,Sonda Deslocada
2012-07-18,2012-08-16,Recôncavo,,Petrobras,TERRA,0.0,7MGP101DBA,produção,Sonda de Perfuração Terrestre - Terra Invader 350-,Sonda Deslocada
2012-05-10,2012-06-23,Recôncavo,,Petrobras,TERRA,0.0,7MGP102DBA,produção,Sonda de Perfuração Terrestre - Terra Invader 350-,Sonda Deslocada
2012-09-14,2012-10-27,Recôncavo,,Petrobras,TERRA,0.0,7MGP103DBA,produção,Sonda de Perfuração Terrestre - Terra Invader 350-,Sonda Deslocada
2012-11-16,2012-12-25,Recôncavo,,Petrobras,TERRA,0.0,7MGP104DBA,produção,Sonda de Perfuração Terrestre - Terra Invader 350-,Sonda Deslocada
2012-09-06,2012-09-26,Recôncavo,,Petrobras,TERRA,0.0,7MG506DBA,produção,BCH Energy 6,Sonda Deslocada
2012-10-22,2012-11-12,Recôncavo,,Petrobras,TERRA,0.0,7MG507DBA,produção,BCH Energy 6,Sonda Deslocada
2012-11-20,2012-12-03,Recôncavo,,Petrobras,TERRA,0.0,7MG508DBA,produção,BCH Energy 6,Sonda Deslocada
2012-05-29,2012-06-19,Recôncavo,,Petrobras,TERRA,0.0,4BRSA1084DBA,exploração,SONDA CONVENCIONAL 77,Sonda Deslocada
2012-07-06,2012-07-13,Recôncavo,,Petrobras,TERRA,0.0,4BRSA1091DPBA,exploração,SONDA CONVENCIONAL 77,Sonda Deslocada
2012-09-10,2012-12-12,Recôncavo,,Petrobras,TERRA,0.0,7RO108DBA,produção,National Oilwell Varco - 750,Sonda Deslocada
2012-10-08,2012-10-13,Recôncavo,,Petrobras,TERRA,0.0,7RS28DBA,produção,Rig-105,Sonda Deslocada
2012-09-12,2012-09-20,Recôncavo,,Petrobras,TERRA,0.0,7RS29DBA,produção,Rig-105,Sonda Deslocada
2012-10-18,2012-10-23,Recôncavo,,Petrobras,TERRA,0.0,7RS30BA,produção,Rig-105,Sonda Deslocada
2012-09-03,2012-09-07,Recôncavo,,Petrobras,TERRA,0.0,7RS31BA,produção,Rig-105,Sonda Deslocada
2012-09-26,2012-10-03,Recôncavo,,Petrobras,TERRA,0.0,8RS27DBA,produção,Rig-105,Sonda Deslocada
2012-10-28,2012-11-13,Recôncavo,,Petrobras,TERRA,0.0,8RS32DBA,produção,Rig-105,Sonda Deslocada
2012-05-06,2012-05-17,Recôncavo,,Petrobras,TERRA,0.0,7RBU113DBA,produção,BCH Energy 4,Sonda Deslocada
2012-05-26,2012-06-05,Recôncavo,,Petrobras,TERRA,0.0,7RBU114DBA,produção,BCH Energy 4,Sonda Deslocada
2012-06-16,2012-07-01,Recôncavo,,Petrobras,TERRA,0.0,7RBU115DBA,produção,BCH Energy 4,Sonda Deslocada
2012-08-10,2012-09-04,Recôncavo,,Petrobras,TERRA,0.0,7RBU116DBA,produção,BCH Energy 4,Sonda Deslocada
2012-12-04,2012-12-10,Recôncavo,,Petrobras,TERRA,0.0,7RBU117DBA,produção,BCH Energy 4,Sonda Deslocada
2012-12-17,2012-12-26,Recôncavo,,Petrobras,TERRA,0.0,7RBU118DBA,produção,BCH Energy 4,Sonda Deslocada
2012-01-24,2012-02-29,Recôncavo,,Petrobras,TERRA,0.0,7RPJ74DBA,produção,BCH-10,Sonda Deslocada
2012-10-19,2012-11-20,Recôncavo,,Petrobras,TERRA,0.0,7RPJ76DBA,produção,Sonda de Perfuração Terrestre UPET - F 100,Sonda Deslocada
2012-09-16,2012-09-29,Recôncavo,,Petrobras,TERRA,0.0,4BRSA1112DBA,exploração,BCH-10,Sonda Deslocada
2012-11-18,2012-12-03,Recôncavo,,Petrobras,TERRA,0.0,4BRSA1133DBA,exploração,BCH-10,Sonda Deslocada
2012-10-08,2012-10-20,Recôncavo,,Petrobras,TERRA,0.0,7SC29DBA,produção,BCH-10,Sonda Deslocada
2012-10-27,2012-11-11,Recôncavo,,Petrobras,TERRA,0.0,7SC30DBA,produção,BCH-10,Sonda Deslocada
2012-07-26,2012-08-14,Recôncavo,,Petrobras,TERRA,0.0,4BRSA1096DBA,exploração,SONDA CONVENCIONAL 77,Sonda Deslocada
2012-08-21,2012-10-01,Recôncavo,,Petrobras,TERRA,0.0,4BRSA1105DPBA,exploração,SONDA CONVENCIONAL 77,Sonda Deslocada
2012-11-06,2012-12-07,Recôncavo,,Petrobras,TERRA,0.0,4BRSA1126DBA,exploração,SONDA CONVENCIONAL 77,Última posição
2012-02-17,2012-07-25,Recôncavo,,Petrobras,TERRA,0.0,7TGA7DBA,produção,Rig-105,Sonda Deslocada
2012-08-18,2012-08-26,Recôncavo,,Petrobras,TERRA,0.0,7TGA9DBA,produção,Rig-105,Sonda Deslocada
2012-07-29,2012-08-08,Recôncavo,,Petrobras,TERRA,0.0,8TGA8DBA,produção,Rig-105,Sonda Deslocada
2012-03-14,2012-04-20,Recôncavo,,Petrobras,TERRA,0.0,4BRSA1060DBA,exploração,SAIPEM,Sonda Deslocada
2012-08-11,2012-09-23,Recôncavo,,Petrobras,TERRA,0.0,4BRSA1102DBA,exploração,SAIPEM,Última posição
2012-05-07,2012-07-18,Recôncavo,,Petrobras,TERRA,0.0,6BRSA1077DBA,exploração,SAIPEM,Sonda Deslocada
2012-02-29,2012-03-11,Recôncavo,,Petrobras,TERRA,0.0,7TQ206DBA,produção,SONDA CONVENCIONAL 77,Sonda Deslocada
2012-03-19,2012-03-31,Recôncavo,,Petrobras,TERRA,0.0,7TQ207DBA,produção,SONDA CONVENCIONAL 77,Sonda Deslocada
2012-10-17,2012-10-27,Recôncavo,,Petrobras,TERRA,0.0,7TQ208DBA,produção,BCH Energy 4,Sonda Deslocada
2012-11-17,2013-04-26,Santos,,Petrobras,MAR,2198.0,3BRSA1132RJS,exploração,SS AMAZÔNIA,Sonda Deslocada
2012-02-12,2012-04-10,Santos,,Petrobras,MAR,2119.0,7LL11RJS,produção,OCEAN VALOR,Sonda Deslocada
2012-08-14,2012-10-12,Santos,,Petrobras,MAR,2126.0,7LL17DRJS,produção,CAJUN EXPRESS,Sonda Deslocada
2012-11-22,2013-01-15,Santos,,Petrobras,MAR,2135.0,7LL22DRJS,produção,CAJUN EXPRESS,Sonda Deslocada
2012-05-14,2012-07-03,Santos,,Petrobras,MAR,2131.0,8LL14DRJS,produção,OCEAN VALOR,Sonda Deslocada
2012-09-21,2012-11-07,Santos,,Petrobras,MAR,2120.0,8LL18RJS,produção,OCEAN VALOR,Sonda Deslocada
2012-04-27,2013-01-06,Santos,,Petrobras,MAR,2119.0,9LL12DRJS,N.D.,CAJUN EXPRESS,Sonda Deslocada
2012-10-06,2012-12-14,Santos,,Petrobras,MAR,2137.0,9LL16RJS,N.D.,Deepwater Corcovado,Sonda Deslocada
2012-08-17,2012-11-21,Santos,,Petrobras,MAR,2103.0,9LL19RJS,N.D.,WEST TAURUS,Sonda Deslocada
2012-11-15,2013-01-03,Santos,,Petrobras,MAR,2243.5,9LL20DRJS,N.D.,NORBE VIII,Sonda Deslocada
2012-03-28,2012-06-27,Santos,,Petrobras,MAR,2131.0,9LL7RJS,N.D.,Deepwater Myconos,Sonda Deslocada
2012-02-24,2012-10-30,Santos,BM-S-24,Petrobras,MAR,2164.0,3BRSA967ARJS,exploração,Cerrado,Sonda Deslocada
2012-04-24,2012-10-29,Santos,,Petrobras,MAR,2142.0,7SPH2DSPS,produção,ALPHA STAR,Sonda Deslocada
2012-05-17,2012-10-14,Santos,,Petrobras,MAR,2145.0,7SPH3SPS,produção,ALPHA STAR,Sonda Deslocada
2012-05-24,2012-07-07,Santos,,Petrobras,MAR,2124.0,7SPH4DSPS,produção,Vitoria 10000,Sonda Deslocada
2012-01-09,2012-01-10,Santos,,Petrobras,MAR,2121.0,9BRSA1037iSPS,N.D.,Vitoria 10000,Sonda Deslocada
2012-01-12,2012-04-03,Santos,,Petrobras,MAR,2120.0,9BRSA1037SPS,N.D.,Vitoria 10000,Sonda Deslocada
2012-02-02,2012-02-05,Santos,,Petrobras,MAR,2135.0,9BRSA1043iSPS,N.D.,OCEAN CLIPPER,Sonda Deslocada
2012-03-03,2012-05-13,Santos,,Petrobras,MAR,2138.0,9BRSA1043SPS,N.D.,WEST ORION,Sonda Deslocada
2012-09-20,2013-04-05,Santos,,Petrobras,MAR,2009.0,1BRSA1116RJS,exploração,ODN II,Sonda Deslocada
2012-02-17,2012-02-19,Santos,,Petrobras,MAR,2022.0,3BRSA1053iRJS,exploração,OCEAN CLIPPER,Sonda Deslocada
2012-04-28,2012-08-27,Santos,,Petrobras,MAR,2024.0,3BRSA1053RJS,exploração,ETESCO TAKATSUGU J,Sonda Deslocada
2012-03-20,2012-03-22,Santos,,Petrobras,MAR,2031.0,3BRSA1064iRJS,exploração,OCEAN CLIPPER,Sonda Deslocada
2012-09-28,2013-02-12,Santos,,Petrobras,MAR,2032.0,3BRSA1064RJS,exploração,ODN I,Sonda Deslocada
2012-02-07,2012-02-08,Santos,,Petrobras,MAR,2202.0,1BRSA1045iSPS,exploração,OCEAN CLIPPER,Sonda Deslocada
2012-04-02,2012-07-08,Santos,,Petrobras,MAR,2202.0,1BRSA1045SPS,exploração,Cerrado,Sonda Deslocada
2012-12-18,2013-04-22,Santos,,Petrobras,MAR,2266.0,1BRSA1146RJS,exploração,Cerrado,Sonda Deslocada
2012-08-05,2012-09-29,Santos,,Total E&P do Brasil,MAR,2151.0,3BRSA1101SPS,exploração,Vitoria 10000,Sonda Deslocada
2012-11-01,2012-12-17,Santos,S-M-1035,Vanco,MAR,157.8,1VBEP3SPS,exploração,GSF ARCTIC I,Última posição
2012-09-22,2012-10-20,Santos,S-M-1036,Vanco,MAR,216.7,1VBEP2SPS,exploração,GSF ARCTIC I,Sonda Deslocada
2012-07-07,2012-08-31,Santos,S-M-1100,Vanco,MAR,195.0,1VBEP1SPS,exploração,GSF ARCTIC I,Sonda Deslocada
2012-12-28,2013-01-20,Santos,,Karoon,MAR,316.0,1KPGL1DSPS,exploração,Blackford Dolphin,Sonda Deslocada
2012-02-19,2012-10-05,Santos,S-M-1358,Petrobras,MAR,1763.0,1BRSA1050SPS,exploração,SS AMAZÔNIA,Sonda Deslocada
2012-04-09,2012-05-25,Santos,S-M-225,SHB,MAR,139.0,6STAR25PARJS,exploração,Blackford Dolphin,Sonda Deslocada
2012-01-23,2012-01-29,Santos,S-M-225,SHB,MAR,139.0,6STAR25PRJS,exploração,Blackford Dolphin,Sonda Deslocada
2012-09-18,2013-08-05,Santos,S-M-239,Petrobras,MAR,1344.0,1BRSA1115RJS,exploração,ALPHA STAR,Sonda Deslocada
2012-06-12,2012-10-09,Santos,S-M-268,Dommo Energia,MAR,155.0,3OGX85SPS,exploração,OCEAN STAR,Sonda Deslocada
2012-09-09,2012-12-05,Santos,S-M-270,Dommo Energia,MAR,143.0,1OGX94DARJS,exploração,Ocean Quest,Sonda Deslocada
2012-08-29,2012-09-07,Santos,S-M-270,Dommo Energia,MAR,143.0,1OGX94DRJS,exploração,Ocean Quest,Sonda Deslocada
2012-02-09,2012-03-11,Santos,S-M-314,Dommo Energia,MAR,196.0,3OGX74SPS,exploração,Ocean Quest,Sonda Deslocada
2012-07-03,2012-08-09,Santos,S-M-314,Dommo Energia,MAR,168.0,3OGX89DSPS,exploração,Ocean Quest,Sonda Deslocada
2012-05-05,2012-08-20,Santos,S-M-415,Petrobras,MAR,1746.0,1BRSA964ARJS,exploração,GOLD STAR,Sonda Deslocada
2012-04-03,2012-06-25,Santos,S-M-518,Shell Brasil,MAR,2033.0,3SHEL27RJS,exploração,Noble Clyde Boudreaux,Última posição
2012-03-16,2012-03-17,Santos,S-M-623,Petrobras,MAR,1870.0,1BRSA1063iSPS,exploração,OCEAN CLIPPER,Sonda Deslocada
2012-08-31,2013-05-20,Santos,S-M-623,Petrobras,MAR,1873.0,1BRSA1063SPS,exploração,Sevan Brasil,Sonda Deslocada
2012-02-11,2012-02-14,Santos,,Petrobras,MAR,2182.0,4BRSA1047iRJS,exploração,OCEAN CLIPPER,Sonda Deslocada
2012-10-24,2013-01-14,Santos,,Petrobras,MAR,2182.0,4BRSA1047RJS,exploração,AMARALINA STAR,Sonda Deslocada
2012-12-12,2013-02-02,Santos,,Petrobras,MAR,284.0,7PRA2SPS,produção,ENSCO 5000 (PRIDE MEXICO),Última posição
2012-10-22,2013-02-16,Santos,,Petrobras,MAR,2174.0,3BRSA1120RJS,exploração,Sevan Brasil,Sonda Deslocada
2012-06-21,2012-07-23,Santos,,Petrobras,MAR,471.0,7MXL17HPASPS,produção,ATLANTIC STAR,Sonda Deslocada
2012-05-15,2012-05-30,Santos,,Petrobras,MAR,471.0,7MXL17HPSPS,produção,ATLANTIC STAR,Sonda Deslocada
2012-03-01,2012-04-12,Santos,,Petrobras,MAR,471.0,9MXL14DSPS,N.D.,ATLANTIC STAR,Sonda Deslocada
2012-11-01,2013-01-03,Santos,,Petrobras,MAR,2143.0,7SPH1SPS,produção,WEST ORION,Sonda Deslocada
2012-10-26,2012-08-23,Santos,,Petrobras,MAR,1344.0,7URG14HPRJS,produção,PETROBRAS X,Sonda Deslocada
2012-12-25,2013-03-14,Santos,,Petrobras,MAR,1337.0,8URG20HRJS,produção,PETROBRAS X,Sonda Deslocada
2012-04-11,2012-06-04,Santos,,Petrobras,MAR,1344.0,9URG13DRJS,N.D.,PETROBRAS X,Sonda Deslocada
2012-12-23,2013-01-27,São Francisco,SF-T-104,Imetame,TERRA,0.0,1IMET7MG,exploração,IMETAME_ENERGIA_01,Sonda Deslocada
2012-03-06,2012-05-06,São Francisco,SF-T-105,Petra Energia,TERRA,0.0,1PTRA5MG,exploração,BCH ENERGY 8,Sonda Deslocada
2012-05-19,2012-06-01,São Francisco,SF-T-106,Petra Energia,TERRA,0.0,1PTRA9AMG,exploração,SONDA DE PERFURAÇÃO ELF-01,Sonda Deslocada
2012-05-11,2012-05-19,São Francisco,SF-T-106,Petra Energia,TERRA,0.0,1PTRA9MG,exploração,SONDA DE PERFURAÇÃO ELF-01,Sonda Deslocada
2012-05-22,2012-06-14,São Francisco,SF-T-115,Petra Energia,TERRA,0.0,1PTRA10MG,exploração,BCH ENERGY 8,Última posição
2012-06-01,2012-08-09,São Francisco,SF-T-118,Petra Energia,TERRA,0.0,1PTRA11MG,exploração,BCH Energy 2,Última posição
2012-07-31,2012-08-09,São Francisco,SF-T-118,Petra Energia,TERRA,0.0,1PTRA8AMG,exploração,Cowan-01,Última posição
2012-04-24,2012-07-26,São Francisco,SF-T-118,Petra Energia,TERRA,0.0,1PTRA8MG,exploração,Cowan-01,Sonda Deslocada
2012-12-08,2013-01-24,São Francisco,SF-T-121,Petra Energia,TERRA,0.0,1PTRA17MG,exploração,HYPER1,Sonda Deslocada
2012-06-06,2012-10-07,São Francisco,SF-T-124,Petra Energia,TERRA,0.0,1PTRA12MG,exploração,FAXE-2,Sonda Deslocada
2012-10-03,2012-11-14,São Francisco,SF-T-125,Petra Energia,TERRA,0.0,1PTRA15MG,exploração,HYPER1,Sonda Deslocada
2012-11-16,2013-01-01,São Francisco,SF-T-125,Petra Energia,TERRA,0.0,1PTRA16MG,exploração,FAXE-1,Sonda Deslocada
2012-02-14,2012-06-16,São Francisco,SF-T-125,Petra Energia,TERRA,0.0,1PTRA2MG,exploração,FAXE-1,Sonda Deslocada
2012-06-20,2012-12-26,São Francisco,SF-T-130,Petra Energia,TERRA,0.0,1PTRA13MG,exploração,SONDA DE PERFURAÇÃO ELF-01,Sonda Deslocada
2012-07-14,2012-10-14,São Francisco,SF-T-131,Petra Energia,TERRA,0.0,1PTRA14MG,exploração,FAXE-1,Sonda Deslocada
2012-12-23,2013-02-21,São Francisco,SF-T-134,Petra Energia,TERRA,0.0,1PTRA18MG,exploração,GENESIS-1,Sonda Deslocada
2012-03-09,2012-04-18,São Francisco,SF-T-138,Petra Energia,TERRA,0.0,1PTRA6MG,exploração,Cowan-02,Sonda Deslocada
2012-03-10,2012-04-09,São Francisco,SF-T-85,Petra Energia,TERRA,0.0,1PTRA7MG,exploração,SONDA DE PERFURAÇÃO ELF-01,Sonda Deslocada
2012-12-14,2013-03-20,Sergipe,BM-SEAL-4,Petrobras,MAR,2101.0,1BRSA1141SES,exploração,NOBLE PAUL WOLF,Sonda Deslocada
2012-03-09,2012-03-24,Sergipe,,Petrobras,TERRA,0.0,3BRSA1058SE,exploração,SONDA CONVENCIONAL 85,Sonda Deslocada
2012-01-30,2012-02-14,Sergipe,,Petrobras,TERRA,0.0,8SZ528SE,produção,SONDA CONVENCIONAL ETX-04,Sonda Deslocada
2012-04-16,2012-04-23,Sergipe,,Petrobras,TERRA,0.0,3BRSA1070SE,exploração,SONDA CONVENCIONAL 85,Sonda Deslocada
2012-07-20,2012-10-24,Sergipe,SEAL-M-347,Petrobras,MAR,1332.0,1BRSA1095SES,exploração,CAROLINA,Sonda Deslocada
2012-08-16,2012-12-13,Sergipe,SEAL-M-349,Petrobras,MAR,2328.0,1BRSA1104SES,exploração,DEEPWATER DISCOVERY,Sonda Deslocada
2012-09-05,2012-11-24,Sergipe,SEAL-M-424,Petrobras,MAR,2583.0,1BRSA1108SES,exploração,PETROBRAS 10000,Sonda Deslocada
2012-05-25,2012-10-23,Sergipe,SEAL-M-426,Petrobras,MAR,2720.0,1BRSA1083SES,exploração,Deepsea Metro II,Sonda Deslocada
2012-04-08,2012-07-16,Sergipe,SEAL-M-426,Petrobras,MAR,2424.0,3BRSA1069SES,exploração,DEEPWATER DISCOVERY,Sonda Deslocada
2012-06-17,2012-08-07,Sergipe,SEAL-M-499,Petrobras,MAR,2749.0,1BRSA1088SES,exploração,PETROBRAS 10000,Sonda Deslocada
2012-11-16,2013-02-16,Sergipe,SEAL-M-569,Petrobras,MAR,2820.0,1BRSA1131SES,exploração,Deepsea Metro II,Sonda Deslocada
2012-04-27,2012-05-23,Sergipe,,Petrogal Brasil,TERRA,0.0,3GALP43SE,exploração,GREAT - 122,Sonda Deslocada
2012-07-27,2012-08-20,Sergipe,,Petrogal Brasil,TERRA,0.0,4GALP45SE,exploração,GREAT - 122,Última posição
2012-01-26,2013-10-17,Sergipe,,Petrobras,MAR,1079.75,7PRM9SES,produção,S. C. LANCER,Sonda Deslocada
2012-07-30,2012-08-05,Sergipe,,Petrobras,TERRA,0.0,3BRSA1098SE,exploração,SONDA CONVENCIONAL 91,Sonda Deslocada
2012-10-14,2012-10-24,Sergipe,,Petrobras,TERRA,0.0,7SZ644DSE,produção,SONDA CONVENCIONAL ETX-03,Sonda Deslocada
2012-08-03,2012-08-13,Sergipe,,Petrobras,TERRA,0.0,7SZ647DSE,produção,SONDA DE PERFURAÇÃO HD-03 A-30,Sonda Deslocada
2012-11-07,2012-11-19,Sergipe,,Petrobras,TERRA,0.0,3BRSA1127SE,exploração,SONDA CONVENCIONAL 91,Sonda Deslocada
2012-11-19,2012-12-04,Sergipe,,Petrobras,TERRA,0.0,3BRSA1134SE,exploração,SONDA CONVENCIONAL 82,Sonda Deslocada
2012-07-26,2012-08-04,Sergipe,,Petrobras,TERRA,0.0,7CP1407SE,produção,SONDA CONVENCIONAL ETX-04,Sonda Deslocada
2012-08-10,2012-08-25,Sergipe,,Petrobras,TERRA,0.0,7CP1471DSE,produção,SONDA CONVENCIONAL ETX-04,Sonda Deslocada
2012-04-25,2012-05-07,Sergipe,,Petrobras,TERRA,0.0,7CP1501SE,produção,SONDA CONVENCIONAL ETX-04,Sonda Deslocada
2012-06-16,2012-07-04,Sergipe,,Petrobras,TERRA,0.0,7CP1509DSE,produção,SONDA CONVENCIONAL 82,Sonda Deslocada
2012-06-04,2012-06-20,Sergipe,,Petrobras,TERRA,0.0,7CP1511SE,produção,SONDA CONVENCIONAL ETX-05,Sonda Deslocada
2012-07-13,2012-07-20,Sergipe,,Petrobras,TERRA,0.0,7CP1512DSE,produção,SONDA CONVENCIONAL ETX-04,Sonda Deslocada
2012-09-07,2012-09-20,Sergipe,,Petrobras,TERRA,0.0,7CP1514DSE,produção,SONDA CONVENCIONAL ETX-03,Sonda Deslocada
2012-05-13,2012-05-31,Sergipe,,Petrobras,TERRA,0.0,7CP1515SE,produção,SONDA CONVENCIONAL ETX-05,Sonda Deslocada
2012-06-25,2012-07-16,Sergipe,,Petrobras,TERRA,0.0,7CP1516SE,produção,SONDA CONVENCIONAL ETX-05,Sonda Deslocada
2012-07-04,2012-07-13,Sergipe,,Petrobras,TERRA,0.0,7CP1518SE,produção,SONDA CONVENCIONAL ETX-03,Sonda Deslocada
2012-08-14,2012-08-29,Sergipe,,Petrobras,TERRA,0.0,7CP1519DSE,produção,SONDA CONVENCIONAL ETX-03,Sonda Deslocada
2012-08-21,2012-09-03,Sergipe,,Petrobras,TERRA,0.0,7CP1520SE,produção,SONDA CONVENCIONAL ETX-05,Sonda Deslocada
2012-08-05,2012-08-17,Sergipe,,Petrobras,TERRA,0.0,7CP1522SE,produção,SONDA CONVENCIONAL ETX-05,Sonda Deslocada
2012-05-30,2012-06-07,Sergipe,,Petrobras,TERRA,0.0,7CP1561DSE,produção,SONDA CONVENCIONAL 85,Sonda Deslocada
2012-10-18,2012-11-04,Sergipe,,Petrobras,TERRA,0.0,7CP1563DSE,produção,SONDA CONVENCIONAL ETX-05,Sonda Deslocada
2012-12-01,2012-12-11,Sergipe,,Petrobras,TERRA,0.0,7CP1565DSE,produção,SONDA CONVENCIONAL ETX-04,Sonda Deslocada
2012-12-09,2012-12-25,Sergipe,,Petrobras,TERRA,0.0,7CP1566DSE,produção,SONDA CONVENCIONAL 82,Sonda Deslocada
2012-05-28,2012-06-07,Sergipe,,Petrobras,TERRA,0.0,7CP1843DSE,produção,SONDA CONVENCIONAL ETX-03,Sonda Deslocada
2012-05-11,2012-05-23,Sergipe,,Petrobras,TERRA,0.0,7CP1844DSE,produção,SONDA CONVENCIONAL ETX-04,Sonda Deslocada
2012-05-10,2012-05-21,Sergipe,,Petrobras,TERRA,0.0,7CP1845DSE,produção,SONDA CONVENCIONAL 82,Sonda Deslocada
2012-05-26,2012-06-10,Sergipe,,Petrobras,TERRA,0.0,7CP1892DSE,produção,SONDA CONVENCIONAL 82,Sonda Deslocada
2012-04-14,2012-05-04,Sergipe,,Petrobras,TERRA,0.0,7CP1895SE,produção,SONDA CONVENCIONAL 82,Sonda Deslocada
2012-10-30,2012-11-18,Sergipe,,Petrobras,TERRA,0.0,7CP1897SE,produção,SONDA CONVENCIONAL ETX-03,Sonda Deslocada
